Date,T_min,T_max,Precipitation,All sky,Clear sky
2004-01-01,-4.1,4.7,0.0,7.39,1.62
2004-01-01,-4.1,4.7,0.0,7.26,1.87
2004-01-01,-4.1,4.7,0.0,6.78,2.01
2004-01-01,-4.1,4.7,0.0,7.11,1.97
2004-01-01,-4.1,4.7,0.0,6.58,2.07
2004-01-01,-4.1,4.7,0.0,6.64,2.02
2004-01-01,-4.1,4.7,0.0,6.58,2.1
2004-01-01,-4.1,4.7,0.0,6.79,2.12
2004-01-01,-4.1,4.7,0.0,6.36,2.16
2004-01-01,-4.1,4.7,0.0,6.53,2.12
2004-01-01,-4.1,4.7,0.0,6.28,2.1
2004-01-01,-4.1,4.7,0.0,6.85,2.1
2004-01-01,-4.1,4.7,0.0,6.85,2.14
2004-01-01,-4.1,4.7,0.0,6.72,2.19
2004-01-01,-4.1,4.7,0.0,6.0,2.15
2004-01-01,-4.1,4.7,0.0,5.74,2.22
2004-01-01,-4.1,4.7,0.0,6.9,2.21
2004-01-01,-4.1,4.7,0.0,6.54,2.11
2004-01-01,-4.1,4.7,0.0,6.18,2.31
2004-01-01,-4.1,4.7,0.0,5.54,2.17
2004-01-01,-4.1,4.7,0.0,5.99,2.29
2004-01-01,-4.1,4.7,0.0,6.71,2.39
2004-01-01,-4.1,4.7,0.0,6.63,2.19
2004-01-01,-4.1,4.7,0.0,6.8,2.44
2004-01-01,-4.1,4.7,0.0,6.83,2.24
2004-01-01,-4.1,4.7,0.0,6.53,2.51
2004-01-01,-4.1,4.7,0.0,5.92,2.51
2004-01-01,-4.1,4.7,0.0,6.77,2.63
2004-01-01,-4.1,4.7,0.0,6.32,2.7
2004-01-01,-4.1,4.7,0.0,6.68,2.68
2004-01-01,-4.1,4.7,0.0,6.82,2.7
2004-01-01,-4.1,4.7,0.0,6.88,2.74
2004-01-01,-4.1,4.7,0.0,6.82,2.84
2004-01-01,-4.1,4.7,0.0,6.41,2.91
2004-01-01,-4.1,4.7,0.0,6.48,2.97
2004-01-01,-4.1,4.7,0.0,5.9,3.06
2004-01-01,-4.1,4.7,0.0,4.98,3.16
2004-01-01,-4.1,4.7,0.0,5.2,3.23
2004-01-01,-4.1,4.7,0.0,5.24,3.21
2004-01-01,-4.1,4.7,0.0,5.43,3.26
2004-01-01,-4.1,4.7,0.0,5.15,3.36
2004-01-01,-4.1,4.7,0.0,5.17,3.49
2004-01-01,-4.1,4.7,0.0,5.24,3.48
2004-01-01,-4.1,4.7,0.0,6.23,3.46
2004-01-01,-4.1,4.7,0.0,6.24,3.58
2004-01-01,-4.1,4.7,0.0,6.23,3.5
2004-01-01,-4.1,4.7,0.0,6.69,3.42
2004-01-01,-4.1,4.7,0.0,6.31,3.55
2004-01-01,-4.1,4.7,0.0,6.87,3.55
2004-01-01,-4.1,4.7,0.0,6.83,3.58
2004-01-01,-4.1,4.7,0.0,7.22,3.53
2004-01-01,-4.1,4.7,0.0,7.12,3.66
2004-01-01,-4.1,4.7,0.0,6.63,3.71
2004-01-01,-4.1,4.7,0.0,6.99,3.81
2004-01-01,-4.1,4.7,0.0,6.29,3.86
2004-01-01,-4.1,4.7,0.0,5.26,4.11
2004-01-01,-4.1,4.7,0.0,6.38,4.1
2004-01-01,-4.1,4.7,0.0,6.83,4.02
2004-01-01,-4.1,4.7,0.0,7.1,4.1
2004-01-01,-4.1,4.7,0.0,6.99,4.1
2004-01-01,-4.1,4.7,0.0,6.85,4.27
2004-01-01,-4.1,4.7,0.0,6.1,4.35
2004-01-01,-4.1,4.7,0.0,6.15,4.25
2004-01-01,-4.1,4.7,0.0,6.7,4.21
2004-01-01,-4.1,4.7,0.0,6.68,4.27
2004-01-01,-4.1,4.7,0.0,6.42,4.59
2004-01-01,-4.1,4.7,0.0,7.12,4.38
2004-01-01,-4.1,4.7,0.0,6.9,4.53
2004-01-01,-4.1,4.7,0.0,7.19,4.45
2004-01-01,-4.1,4.7,0.0,6.73,4.64
2004-01-01,-4.1,4.7,0.0,6.5,4.85
2004-01-01,-4.1,4.7,0.0,6.7,4.69
2004-01-01,-4.1,4.7,0.0,7.04,4.77
2004-01-01,-4.1,4.7,0.0,5.85,5.12
2004-01-01,-4.1,4.7,0.0,7.03,4.76
2004-01-01,-4.1,4.7,0.0,5.78,5.3
2004-01-01,-4.1,4.7,0.0,6.25,5.06
2004-01-01,-4.1,4.7,0.0,6.67,4.97
2004-01-01,-4.1,4.7,0.0,7.22,4.95
2004-01-01,-4.1,4.7,0.0,6.98,5.02
2004-01-01,-4.1,4.7,0.0,6.49,5.38
2004-01-01,-4.1,4.7,0.0,6.02,5.51
2004-01-01,-4.1,4.7,0.0,6.74,5.43
2004-01-01,-4.1,4.7,0.0,6.48,5.61
2004-01-01,-4.1,4.7,0.0,6.12,5.54
2004-01-01,-4.1,4.7,0.0,5.85,5.66
2004-01-01,-4.1,4.7,0.0,6.39,5.65
2004-01-01,-4.1,4.7,0.0,6.62,5.98
2004-01-01,-4.1,4.7,0.0,6.71,6.05
2004-01-01,-4.1,4.7,0.0,7.12,5.62
2004-01-01,-4.1,4.7,0.0,6.69,6.06
2004-01-01,-4.1,4.7,0.0,6.73,5.9
2004-01-01,-4.1,4.7,0.0,7.04,6.03
2004-01-01,-4.1,4.7,0.0,7.0,6.05
2004-01-01,-4.1,4.7,0.0,7.01,6.05
2004-01-01,-4.1,4.7,0.0,6.0,6.34
2004-01-01,-4.1,4.7,0.0,7.08,5.43
2004-01-01,-4.1,4.7,0.0,6.93,6.06
2004-01-01,-4.1,4.7,0.0,7.0,5.96
2004-01-01,-4.1,4.7,0.0,7.49,6.37
2004-01-01,-4.1,4.7,0.0,7.58,6.33
2004-01-01,-4.1,4.7,0.0,7.01,6.44
2004-01-01,-4.1,4.7,0.0,7.45,6.05
2004-01-01,-4.1,4.7,0.0,7.6,6.01
2004-01-01,-4.1,4.7,0.0,7.51,6.39
2004-01-01,-4.1,4.7,0.0,7.98,6.44
2004-01-01,-4.1,4.7,0.0,8.39,6.46
2004-01-01,-4.1,4.7,0.0,7.75,6.66
2004-01-01,-4.1,4.7,0.0,8.24,6.07
2004-01-01,-4.1,4.7,0.0,8.08,6.68
2004-01-01,-4.1,4.7,0.0,7.9,6.72
2004-01-01,-4.1,4.7,0.0,7.55,6.33
2004-01-01,-4.1,4.7,0.0,7.34,7.13
2004-01-01,-4.1,4.7,0.0,8.35,6.91
2004-01-01,-4.1,4.7,0.0,8.37,6.84
2004-01-01,-4.1,4.7,0.0,7.54,6.94
2004-01-01,-4.1,4.7,0.0,7.56,7.16
2004-01-01,-4.1,4.7,0.0,7.36,7.09
2004-01-01,-4.1,4.7,0.0,7.69,7.12
2004-01-01,-4.1,4.7,0.0,7.79,7.18
2004-01-01,-4.1,4.7,0.0,8.03,7.19
2004-01-01,-4.1,4.7,0.0,7.76,6.57
2004-01-01,-4.1,4.7,0.0,8.05,7.1
2004-01-01,-4.1,4.7,0.0,8.04,7.45
2004-01-01,-4.1,4.7,0.0,7.66,7.22
2004-01-01,-4.1,4.7,0.0,7.66,7.41
2004-01-01,-4.1,4.7,0.0,7.9,6.23
2004-01-01,-4.1,4.7,0.0,7.48,7.71
2004-01-01,-4.1,4.7,0.0,8.54,7.29
2004-01-01,-4.1,4.7,0.0,8.78,7.53
2004-01-01,-4.1,4.7,0.0,8.18,7.49
2004-01-01,-4.1,4.7,0.0,7.28,6.55
2004-01-01,-4.1,4.7,0.0,7.55,7.43
2004-01-01,-4.1,4.7,0.0,7.97,8.02
2004-01-01,-4.1,4.7,0.0,8.4,7.78
2004-01-01,-4.1,4.7,0.0,8.26,7.8
2004-01-01,-4.1,4.7,0.0,8.27,7.93
2004-01-01,-4.1,4.7,0.0,7.74,8.16
2004-01-01,-4.1,4.7,0.0,7.57,7.85
2004-01-01,-4.1,4.7,0.0,7.97,7.3
2004-01-01,-4.1,4.7,0.0,8.05,7.23
2004-01-01,-4.1,4.7,0.0,8.25,8.2
2004-01-01,-4.1,4.7,0.0,8.7,7.8
2004-01-01,-4.1,4.7,0.0,8.59,7.85
2004-01-01,-4.1,4.7,0.0,8.15,8.1
2004-01-01,-4.1,4.7,0.0,7.96,8.13
2004-01-01,-4.1,4.7,0.0,8.69,8.31
2004-01-01,-4.1,4.7,0.0,9.13,8.11
2004-01-01,-4.1,4.7,0.0,9.1,8.31
2004-01-01,-4.1,4.7,0.0,8.93,8.36
2004-01-01,-4.1,4.7,0.0,8.41,8.37
2004-01-01,-4.1,4.7,0.0,8.52,8.47
2004-01-01,-4.1,4.7,0.0,8.58,8.25
2004-01-01,-4.1,4.7,0.0,8.84,8.21
2004-01-01,-4.1,4.7,0.0,9.1,7.65
2004-01-01,-4.1,4.7,0.0,8.46,7.27
2004-01-01,-4.1,4.7,0.0,8.44,7.71
2004-01-01,-4.1,4.7,0.0,8.34,7.84
2004-01-01,-4.1,4.7,0.0,8.65,8.14
2004-01-01,-4.1,4.7,0.0,8.83,8.11
2004-01-01,-4.1,4.7,0.0,8.05,8.46
2004-01-01,-4.1,4.7,0.0,7.9,8.58
2004-01-01,-4.1,4.7,0.0,7.8,8.65
2004-01-01,-4.1,4.7,0.0,9.31,7.77
2004-01-01,-4.1,4.7,0.0,8.85,8.07
2004-01-01,-4.1,4.7,0.0,8.38,7.25
2004-01-01,-4.1,4.7,0.0,8.66,7.39
2004-01-01,-4.1,4.7,0.0,9.14,7.74
2004-01-01,-4.1,4.7,0.0,8.84,8.18
2004-01-01,-4.1,4.7,0.0,9.04,8.01
2004-01-01,-4.1,4.7,0.0,8.35,6.76
2004-01-01,-4.1,4.7,0.0,8.66,7.3
2004-01-01,-4.1,4.7,0.0,8.72,8.13
2004-01-01,-4.1,4.7,0.0,8.65,8.15
2004-01-01,-4.1,4.7,0.0,8.48,7.66
2004-01-01,-4.1,4.7,0.0,8.37,8.26
2004-01-01,-4.1,4.7,0.0,7.86,6.83
2004-01-01,-4.1,4.7,0.0,7.97,6.75
2004-01-01,-4.1,4.7,0.0,8.52,6.61
2004-01-01,-4.1,4.7,0.0,8.67,7.4
2004-01-01,-4.1,4.7,0.0,9.18,7.15
2004-01-01,-4.1,4.7,0.0,9.48,8.06
2004-01-01,-4.1,4.7,0.0,8.24,7.89
2004-01-01,-4.1,4.7,0.0,8.92,7.46
2004-01-01,-4.1,4.7,0.0,9.37,6.23
2004-01-01,-4.1,4.7,0.0,8.89,7.24
2004-01-01,-4.1,4.7,0.0,8.85,7.75
2004-01-01,-4.1,4.7,0.0,9.51,7.99
2004-01-01,-4.1,4.7,0.0,9.07,6.59
2004-01-01,-4.1,4.7,0.0,8.28,7.14
2004-01-01,-4.1,4.7,0.0,8.47,7.18
2004-01-01,-4.1,4.7,0.0,8.77,7.07
2004-01-01,-4.1,4.7,0.0,9.14,6.08
2004-01-01,-4.1,4.7,0.0,9.5,6.36
2004-01-01,-4.1,4.7,0.0,8.14,7.09
2004-01-01,-4.1,4.7,0.0,8.15,7.17
2004-01-01,-4.1,4.7,0.0,8.38,7.45
2004-01-01,-4.1,4.7,0.0,9.28,7.75
2004-01-01,-4.1,4.7,0.0,9.9,7.54
2004-01-01,-4.1,4.7,0.0,9.57,7.76
2004-01-01,-4.1,4.7,0.0,8.72,7.45
2004-01-01,-4.1,4.7,0.0,8.71,6.84
2004-01-01,-4.1,4.7,0.0,8.68,6.38
2004-01-01,-4.1,4.7,0.0,9.0,6.13
2004-01-01,-4.1,4.7,0.0,9.47,6.02
2004-01-01,-4.1,4.7,0.0,9.2,6.66
2004-01-01,-4.1,4.7,0.0,8.9,7.53
2004-01-01,-4.1,4.7,0.0,9.54,7.22
2004-01-01,-4.1,4.7,0.0,9.51,7.27
2004-01-01,-4.1,4.7,0.0,9.05,6.82
2004-01-01,-4.1,4.7,0.0,9.05,7.25
2004-01-01,-4.1,4.7,0.0,8.91,7.08
2004-01-01,-4.1,4.7,0.0,8.69,7.75
2004-01-01,-4.1,4.7,0.0,8.72,7.76
2004-01-01,-4.1,4.7,0.0,9.32,7.56
2004-01-01,-4.1,4.7,0.0,9.51,7.43
2004-01-01,-4.1,4.7,0.0,9.77,7.42
2004-01-01,-4.1,4.7,0.0,9.72,7.24
2004-01-01,-4.1,4.7,0.0,9.95,7.44
2004-01-01,-4.1,4.7,0.0,9.51,7.38
2004-01-01,-4.1,4.7,0.0,9.21,7.21
2004-01-01,-4.1,4.7,0.0,9.78,6.83
2004-01-01,-4.1,4.7,0.0,9.23,6.6
2004-01-01,-4.1,4.7,0.0,9.91,7.18
2004-01-01,-4.1,4.7,0.0,9.78,6.9
2004-01-01,-4.1,4.7,0.0,9.2,6.78
2004-01-01,-4.1,4.7,0.0,8.52,6.81
2004-01-01,-4.1,4.7,0.0,8.68,6.85
2004-01-01,-4.1,4.7,0.0,8.96,6.52
2004-01-01,-4.1,4.7,0.0,8.95,6.75
2004-01-01,-4.1,4.7,0.0,9.1,6.83
2004-01-01,-4.1,4.7,0.0,9.46,6.75
2004-01-01,-4.1,4.7,0.0,9.65,6.61
2004-01-01,-4.1,4.7,0.0,9.18,6.83
2004-01-01,-4.1,4.7,0.0,8.49,6.87
2004-01-01,-4.1,4.7,0.0,8.11,6.61
2004-01-01,-4.1,4.7,0.0,7.93,6.55
2004-01-01,-4.1,4.7,0.0,8.51,6.37
2004-01-01,-4.1,4.7,0.0,8.84,6.37
2004-01-01,-4.1,4.7,0.0,9.25,6.2
2004-01-01,-4.1,4.7,0.0,8.45,6.44
2004-01-01,-4.1,4.7,0.0,8.57,6.19
2004-01-01,-4.1,4.7,0.0,8.05,6.32
2004-01-01,-4.1,4.7,0.0,8.39,6.02
2004-01-01,-4.1,4.7,0.0,8.03,5.77
2004-01-01,-4.1,4.7,0.0,8.52,5.72
2004-01-01,-4.1,4.7,0.0,7.72,6.13
2004-01-01,-4.1,4.7,0.0,8.65,5.83
2004-01-01,-4.1,4.7,0.0,8.88,6.02
2004-01-01,-4.1,4.7,0.0,8.12,6.04
2004-01-01,-4.1,4.7,0.0,8.51,5.75
2004-01-01,-4.1,4.7,0.0,8.03,5.49
2004-01-01,-4.1,4.7,0.0,8.19,5.32
2004-01-01,-4.1,4.7,0.0,8.03,5.77
2004-01-01,-4.1,4.7,0.0,9.11,5.55
2004-01-01,-4.1,4.7,0.0,9.22,5.53
2004-01-01,-4.1,4.7,0.0,9.24,5.54
2004-01-01,-4.1,4.7,0.0,9.08,5.5
2004-01-01,-4.1,4.7,0.0,8.43,5.09
2004-01-01,-4.1,4.7,0.0,8.11,5.07
2004-01-01,-4.1,4.7,0.0,8.39,5.25
2004-01-01,-4.1,4.7,0.0,9.34,5.24
2004-01-01,-4.1,4.7,0.0,8.93,5.05
2004-01-01,-4.1,4.7,0.0,8.92,4.77
2004-01-01,-4.1,4.7,0.0,8.7,4.84
2004-01-01,-4.1,4.7,0.0,8.83,5.06
2004-01-01,-4.1,4.7,0.0,8.57,4.94
2004-01-01,-4.1,4.7,0.0,8.02,5.02
2004-01-01,-4.1,4.7,0.0,8.0,4.89
2004-01-01,-4.1,4.7,0.0,8.84,4.84
2004-01-01,-4.1,4.7,0.0,8.53,4.58
2004-01-01,-4.1,4.7,0.0,7.78,4.68
2004-01-01,-4.1,4.7,0.0,7.87,4.54
2004-01-01,-4.1,4.7,0.0,8.46,4.54
2004-01-01,-4.1,4.7,0.0,8.31,4.49
2004-01-01,-4.1,4.7,0.0,8.5,4.46
2004-01-01,-4.1,4.7,0.0,7.92,4.36
2004-01-01,-4.1,4.7,0.0,8.54,4.47
2004-01-01,-4.1,4.7,0.0,8.58,4.48
2004-01-01,-4.1,4.7,0.0,7.63,4.11
2004-01-01,-4.1,4.7,0.0,7.88,4.35
2004-01-01,-4.1,4.7,0.0,7.84,4.31
2004-01-01,-4.1,4.7,0.0,7.6,3.99
2004-01-01,-4.1,4.7,0.0,7.86,4.19
2004-01-01,-4.1,4.7,0.0,7.64,4.06
2004-01-01,-4.1,4.7,0.0,8.06,3.94
2004-01-01,-4.1,4.7,0.0,8.51,3.82
2004-01-01,-4.1,4.7,0.0,8.74,3.88
2004-01-01,-4.1,4.7,0.0,8.38,3.82
2004-01-01,-4.1,4.7,0.0,8.47,3.79
2004-01-01,-4.1,4.7,0.0,8.07,3.74
2004-01-01,-4.1,4.7,0.0,7.96,3.66
2004-01-01,-4.1,4.7,0.0,7.64,3.72
2004-01-01,-4.1,4.7,0.0,7.5,3.65
2004-01-01,-4.1,4.7,0.0,7.57,3.57
2004-01-01,-4.1,4.7,0.0,7.0,3.63
2004-01-01,-4.1,4.7,0.0,5.77,3.6
2004-01-01,-4.1,4.7,0.0,6.28,3.49
2004-01-01,-4.1,4.7,0.0,6.87,3.36
2004-01-01,-4.1,4.7,0.0,7.78,3.31
2004-01-01,-4.1,4.7,0.0,6.38,3.35
2004-01-01,-4.1,4.7,0.0,7.71,3.17
2004-01-01,-4.1,4.7,0.0,7.61,2.98
2004-01-01,-4.1,4.7,0.0,7.31,3.15
2004-01-01,-4.1,4.7,0.0,7.15,3.09
2004-01-01,-4.1,4.7,0.0,7.73,3.01
2004-01-01,-4.1,4.7,0.0,7.37,3.06
2004-01-01,-4.1,4.7,0.0,7.87,3.02
2004-01-01,-4.1,4.7,0.0,7.65,2.99
2004-01-01,-4.1,4.7,0.0,7.66,2.93
2004-01-01,-4.1,4.7,0.0,7.64,2.93
2004-01-01,-4.1,4.7,0.0,7.65,2.86
2004-01-01,-4.1,4.7,0.0,7.37,2.88
2004-01-01,-4.1,4.7,0.0,6.61,2.48
2004-01-01,-4.1,4.7,0.0,6.61,2.71
2004-01-01,-4.1,4.7,0.0,6.72,2.69
2004-01-01,-4.1,4.7,0.0,6.35,2.5
2004-01-01,-4.1,4.7,0.0,6.33,2.61
2004-01-01,-4.1,4.7,0.0,6.13,2.52
2004-01-01,-4.1,4.7,0.0,5.64,2.53
2004-01-01,-4.1,4.7,0.0,6.11,2.39
2004-01-01,-4.1,4.7,0.0,6.99,2.45
2004-01-01,-4.1,4.7,0.0,6.49,2.41
2004-01-01,-4.1,4.7,0.0,7.48,2.22
2004-01-01,-4.1,4.7,0.0,7.55,2.31
2004-01-01,-4.1,4.7,0.0,7.66,2.13
2004-01-01,-4.1,4.7,0.0,7.55,2.25
2004-01-01,-4.1,4.7,0.0,7.36,2.24
2004-01-01,-4.1,4.7,0.0,5.76,2.24
2004-01-01,-4.1,4.7,0.0,6.17,2.14
2004-01-01,-4.1,4.7,0.0,6.83,2.19
2004-01-01,-4.1,4.7,0.0,7.27,2.11
2004-01-01,-4.1,4.7,0.0,7.5,2.12
2004-01-01,-4.1,4.7,0.0,7.39,1.99
2004-01-01,-4.1,4.7,0.0,7.66,2.02
2004-01-01,-4.1,4.7,0.0,7.2,2.04
2004-01-01,-4.1,4.7,0.0,6.59,2.06
2004-01-01,-4.1,4.7,0.0,7.41,1.98
2004-01-01,-4.1,4.7,0.0,7.28,1.98
2004-01-01,-4.1,4.7,0.0,7.03,1.98
2004-01-01,-4.1,4.7,0.0,7.71,1.94
2004-01-01,-4.1,4.7,0.0,7.04,1.96
2004-01-01,-4.1,4.7,0.0,7.37,1.97
2004-01-01,-4.1,4.7,0.0,7.43,1.96
2004-01-01,-4.1,4.7,0.0,7.0,1.91
2004-01-01,-4.1,4.7,0.0,6.71,1.98
2004-01-01,-4.1,4.7,0.0,6.64,1.92
2004-01-01,-4.1,4.7,0.0,6.33,1.94
2004-01-01,-4.1,4.7,0.0,6.56,1.87
2004-01-01,-4.1,4.7,0.0,6.68,1.85
2004-01-01,-4.1,4.7,0.0,6.86,1.9
2004-01-01,-4.1,4.7,0.0,7.15,1.9
2004-01-01,-4.1,4.7,0.0,7.34,1.89
2004-01-01,-4.1,4.7,0.0,6.97,1.91
2004-01-01,-4.1,4.7,0.0,7.37,1.87
2004-01-01,-4.1,4.7,0.0,7.03,1.91
2004-01-01,-4.1,4.7,0.0,6.67,2.0
2004-01-01,-4.1,4.7,0.0,6.67,1.97
2004-01-01,-4.1,4.7,0.0,6.63,1.93
2004-01-01,-4.1,4.7,0.0,6.86,1.92
2004-01-01,-4.1,4.7,0.0,6.8,1.98
2004-01-01,-4.1,4.7,0.0,6.65,1.89
2004-01-01,-4.1,4.7,0.0,6.71,1.68
2004-01-01,-4.1,4.7,0.0,6.59,1.94
2004-01-01,-4.1,4.7,0.0,5.66,1.88
