Date,T_min,T_max,Precipitation,All sky,Clear sky
2004-01-01,-4.1,4.7,0.0,5.54,1.92
2004-01-01,-4.1,4.7,0.0,6.4,1.98
2004-01-01,-4.1,4.7,0.0,6.76,2.02
2004-01-01,-4.1,4.7,0.0,6.73,2.0
2004-01-01,-4.1,4.7,0.0,6.39,1.98
2004-01-01,-4.1,4.7,0.0,6.16,2.02
2004-01-01,-4.1,4.7,0.0,6.56,2.04
2004-01-01,-4.1,4.7,0.0,6.5,2.07
2004-01-01,-4.1,4.7,0.0,6.36,2.08
2004-01-01,-4.1,4.7,0.0,6.05,2.09
2004-01-01,-4.1,4.7,0.0,6.27,2.2
2004-01-01,-4.1,4.7,0.0,6.06,2.2
2004-01-01,-4.1,4.7,0.0,5.24,2.25
2004-01-01,-4.1,4.7,0.0,5.05,2.25
2004-01-01,-4.1,4.7,0.0,5.93,2.27
2004-01-01,-4.1,4.7,0.0,6.04,2.28
2004-01-01,-4.1,4.7,0.0,5.43,2.33
2004-01-01,-4.1,4.7,0.0,5.35,2.38
2004-01-01,-4.1,4.7,0.0,5.39,2.45
2004-01-01,-4.1,4.7,0.0,5.48,2.45
2004-01-01,-4.1,4.7,0.0,6.32,2.3
2004-01-01,-4.1,4.7,0.0,5.99,2.5
2004-01-01,-4.1,4.7,0.0,5.13,2.63
2004-01-01,-4.1,4.7,0.0,5.62,2.58
2004-01-01,-4.1,4.7,0.0,5.13,2.72
2004-01-01,-4.1,4.7,0.0,5.2,2.78
2004-01-01,-4.1,4.7,0.0,5.31,2.8
2004-01-01,-4.1,4.7,0.0,5.8,2.75
2004-01-01,-4.1,4.7,0.0,5.56,2.68
2004-01-01,-4.1,4.7,0.0,5.57,2.83
2004-01-01,-4.1,4.7,0.0,5.97,2.8
2004-01-01,-4.1,4.7,0.0,6.05,2.92
2004-01-01,-4.1,4.7,0.0,6.36,2.92
2004-01-01,-4.1,4.7,0.0,6.02,2.94
2004-01-01,-4.1,4.7,0.0,6.75,2.9
2004-01-01,-4.1,4.7,0.0,6.21,3.04
2004-01-01,-4.1,4.7,0.0,5.74,3.03
2004-01-01,-4.1,4.7,0.0,6.62,3.05
2004-01-01,-4.1,4.7,0.0,6.42,3.11
2004-01-01,-4.1,4.7,0.0,6.04,3.14
2004-01-01,-4.1,4.7,0.0,6.13,3.19
2004-01-01,-4.1,4.7,0.0,6.12,3.23
2004-01-01,-4.1,4.7,0.0,6.05,3.42
2004-01-01,-4.1,4.7,0.0,6.59,3.33
2004-01-01,-4.1,4.7,0.0,6.38,3.47
2004-01-01,-4.1,4.7,0.0,6.38,3.51
2004-01-01,-4.1,4.7,0.0,6.18,3.6
2004-01-01,-4.1,4.7,0.0,5.8,3.64
2004-01-01,-4.1,4.7,0.0,6.14,3.66
2004-01-01,-4.1,4.7,0.0,6.37,3.87
2004-01-01,-4.1,4.7,0.0,6.44,3.91
2004-01-01,-4.1,4.7,0.0,6.1,3.89
2004-01-01,-4.1,4.7,0.0,6.0,3.86
2004-01-01,-4.1,4.7,0.0,5.99,3.78
2004-01-01,-4.1,4.7,0.0,6.02,3.99
2004-01-01,-4.1,4.7,0.0,6.65,4.0
2004-01-01,-4.1,4.7,0.0,7.02,4.14
2004-01-01,-4.1,4.7,0.0,7.11,4.15
2004-01-01,-4.1,4.7,0.0,7.04,4.21
2004-01-01,-4.1,4.7,0.0,6.83,4.27
2004-01-01,-4.1,4.7,0.0,6.77,4.31
2004-01-01,-4.1,4.7,0.0,6.83,4.02
2004-01-01,-4.1,4.7,0.0,6.97,4.38
2004-01-01,-4.1,4.7,0.0,6.97,4.16
2004-01-01,-4.1,4.7,0.0,6.66,4.57
2004-01-01,-4.1,4.7,0.0,6.99,4.34
2004-01-01,-4.1,4.7,0.0,7.05,4.46
2004-01-01,-4.1,4.7,0.0,7.48,4.36
2004-01-01,-4.1,4.7,0.0,7.65,4.32
2004-01-01,-4.1,4.7,0.0,7.24,4.39
2004-01-01,-4.1,4.7,0.0,6.95,4.83
2004-01-01,-4.1,4.7,0.0,6.71,4.92
2004-01-01,-4.1,4.7,0.0,7.33,4.64
2004-01-01,-4.1,4.7,0.0,7.12,5.0
2004-01-01,-4.1,4.7,0.0,6.85,5.04
2004-01-01,-4.1,4.7,0.0,7.28,4.87
2004-01-01,-4.1,4.7,0.0,6.94,4.81
2004-01-01,-4.1,4.7,0.0,7.3,4.91
2004-01-01,-4.1,4.7,0.0,6.93,4.99
2004-01-01,-4.1,4.7,0.0,7.24,5.01
2004-01-01,-4.1,4.7,0.0,7.35,5.17
2004-01-01,-4.1,4.7,0.0,7.09,5.24
2004-01-01,-4.1,4.7,0.0,6.71,5.2
2004-01-01,-4.1,4.7,0.0,7.3,5.34
2004-01-01,-4.1,4.7,0.0,7.79,5.5
2004-01-01,-4.1,4.7,0.0,6.76,5.58
2004-01-01,-4.1,4.7,0.0,7.34,5.44
2004-01-01,-4.1,4.7,0.0,7.5,5.55
2004-01-01,-4.1,4.7,0.0,7.31,5.59
2004-01-01,-4.1,4.7,0.0,6.28,6.09
2004-01-01,-4.1,4.7,0.0,7.59,5.99
2004-01-01,-4.1,4.7,0.0,7.46,5.74
2004-01-01,-4.1,4.7,0.0,6.8,5.72
2004-01-01,-4.1,4.7,0.0,7.55,5.83
2004-01-01,-4.1,4.7,0.0,7.53,5.87
2004-01-01,-4.1,4.7,0.0,7.66,5.95
2004-01-01,-4.1,4.7,0.0,7.6,5.36
2004-01-01,-4.1,4.7,0.0,7.51,5.56
2004-01-01,-4.1,4.7,0.0,7.71,5.91
2004-01-01,-4.1,4.7,0.0,8.1,6.13
2004-01-01,-4.1,4.7,0.0,8.34,5.83
2004-01-01,-4.1,4.7,0.0,8.52,5.15
2004-01-01,-4.1,4.7,0.0,8.62,6.07
2004-01-01,-4.1,4.7,0.0,8.13,6.23
2004-01-01,-4.1,4.7,0.0,8.17,6.15
2004-01-01,-4.1,4.7,0.0,8.03,5.92
2004-01-01,-4.1,4.7,0.0,8.17,6.45
2004-01-01,-4.1,4.7,0.0,7.43,6.08
2004-01-01,-4.1,4.7,0.0,7.19,6.88
2004-01-01,-4.1,4.7,0.0,8.28,6.4
2004-01-01,-4.1,4.7,0.0,8.05,5.04
2004-01-01,-4.1,4.7,0.0,7.82,6.17
2004-01-01,-4.1,4.7,0.0,8.2,6.65
2004-01-01,-4.1,4.7,0.0,8.28,6.7
2004-01-01,-4.1,4.7,0.0,7.88,6.17
2004-01-01,-4.1,4.7,0.0,8.1,6.05
2004-01-01,-4.1,4.7,0.0,7.73,7.25
2004-01-01,-4.1,4.7,0.0,7.27,7.24
2004-01-01,-4.1,4.7,0.0,7.23,7.25
2004-01-01,-4.1,4.7,0.0,7.38,7.32
2004-01-01,-4.1,4.7,0.0,7.06,6.75
2004-01-01,-4.1,4.7,0.0,6.37,6.5
2004-01-01,-4.1,4.7,0.0,6.92,5.88
2004-01-01,-4.1,4.7,0.0,7.69,7.53
2004-01-01,-4.1,4.7,0.0,7.71,7.48
2004-01-01,-4.1,4.7,0.0,7.6,7.5
2004-01-01,-4.1,4.7,0.0,7.7,7.48
2004-01-01,-4.1,4.7,0.0,8.16,6.12
2004-01-01,-4.1,4.7,0.0,8.39,7.51
2004-01-01,-4.1,4.7,0.0,8.39,7.59
2004-01-01,-4.1,4.7,0.0,8.14,6.9
2004-01-01,-4.1,4.7,0.0,7.12,6.04
2004-01-01,-4.1,4.7,0.0,7.47,7.5
2004-01-01,-4.1,4.7,0.0,8.56,7.53
2004-01-01,-4.1,4.7,0.0,8.29,6.79
2004-01-01,-4.1,4.7,0.0,8.31,7.8
2004-01-01,-4.1,4.7,0.0,7.87,6.29
2004-01-01,-4.1,4.7,0.0,7.58,7.73
2004-01-01,-4.1,4.7,0.0,8.77,7.92
2004-01-01,-4.1,4.7,0.0,8.56,7.92
2004-01-01,-4.1,4.7,0.0,8.66,7.75
2004-01-01,-4.1,4.7,0.0,8.63,7.24
2004-01-01,-4.1,4.7,0.0,8.56,8.21
2004-01-01,-4.1,4.7,0.0,8.45,8.19
2004-01-01,-4.1,4.7,0.0,8.34,7.89
2004-01-01,-4.1,4.7,0.0,8.32,7.4
2004-01-01,-4.1,4.7,0.0,8.2,8.27
2004-01-01,-4.1,4.7,0.0,8.38,8.3
2004-01-01,-4.1,4.7,0.0,9.11,8.13
2004-01-01,-4.1,4.7,0.0,8.81,8.22
2004-01-01,-4.1,4.7,0.0,8.69,8.23
2004-01-01,-4.1,4.7,0.0,8.25,8.53
2004-01-01,-4.1,4.7,0.0,8.43,8.51
2004-01-01,-4.1,4.7,0.0,8.97,8.17
2004-01-01,-4.1,4.7,0.0,8.69,8.32
2004-01-01,-4.1,4.7,0.0,8.6,8.36
2004-01-01,-4.1,4.7,0.0,8.58,8.16
2004-01-01,-4.1,4.7,0.0,9.09,7.54
2004-01-01,-4.1,4.7,0.0,9.5,8.01
2004-01-01,-4.1,4.7,0.0,9.52,8.08
2004-01-01,-4.1,4.7,0.0,9.12,8.01
2004-01-01,-4.1,4.7,0.0,8.97,7.8
2004-01-01,-4.1,4.7,0.0,9.04,8.1
2004-01-01,-4.1,4.7,0.0,9.17,8.17
2004-01-01,-4.1,4.7,0.0,8.99,8.22
2004-01-01,-4.1,4.7,0.0,9.05,8.21
2004-01-01,-4.1,4.7,0.0,9.46,7.92
2004-01-01,-4.1,4.7,0.0,9.25,8.03
2004-01-01,-4.1,4.7,0.0,9.41,8.17
2004-01-01,-4.1,4.7,0.0,8.51,6.37
2004-01-01,-4.1,4.7,0.0,8.25,6.88
2004-01-01,-4.1,4.7,0.0,8.15,6.45
2004-01-01,-4.1,4.7,0.0,8.36,6.76
2004-01-01,-4.1,4.7,0.0,8.66,6.73
2004-01-01,-4.1,4.7,0.0,8.87,7.65
2004-01-01,-4.1,4.7,0.0,9.2,7.08
2004-01-01,-4.1,4.7,0.0,9.63,7.53
2004-01-01,-4.1,4.7,0.0,9.84,7.53
2004-01-01,-4.1,4.7,0.0,9.8,6.92
2004-01-01,-4.1,4.7,0.0,9.18,8.2
2004-01-01,-4.1,4.7,0.0,9.12,7.3
2004-01-01,-4.1,4.7,0.0,9.38,7.43
2004-01-01,-4.1,4.7,0.0,8.98,7.32
2004-01-01,-4.1,4.7,0.0,8.98,7.42
2004-01-01,-4.1,4.7,0.0,9.16,7.64
2004-01-01,-4.1,4.7,0.0,7.69,8.02
2004-01-01,-4.1,4.7,0.0,7.52,8.06
2004-01-01,-4.1,4.7,0.0,7.97,6.91
2004-01-01,-4.1,4.7,0.0,8.69,7.76
2004-01-01,-4.1,4.7,0.0,9.11,8.0
2004-01-01,-4.1,4.7,0.0,9.08,7.93
2004-01-01,-4.1,4.7,0.0,9.11,7.2
2004-01-01,-4.1,4.7,0.0,8.59,7.66
2004-01-01,-4.1,4.7,0.0,9.62,7.81
2004-01-01,-4.1,4.7,0.0,8.84,7.92
2004-01-01,-4.1,4.7,0.0,8.72,7.74
2004-01-01,-4.1,4.7,0.0,9.73,6.86
2004-01-01,-4.1,4.7,0.0,9.7,7.8
2004-01-01,-4.1,4.7,0.0,9.26,7.44
2004-01-01,-4.1,4.7,0.0,8.63,7.01
2004-01-01,-4.1,4.7,0.0,9.42,6.26
2004-01-01,-4.1,4.7,0.0,8.78,5.99
2004-01-01,-4.1,4.7,0.0,8.61,6.54
2004-01-01,-4.1,4.7,0.0,8.31,7.25
2004-01-01,-4.1,4.7,0.0,8.24,7.64
2004-01-01,-4.1,4.7,0.0,9.54,7.64
2004-01-01,-4.1,4.7,0.0,9.65,7.62
2004-01-01,-4.1,4.7,0.0,8.73,7.81
2004-01-01,-4.1,4.7,0.0,8.71,7.7
2004-01-01,-4.1,4.7,0.0,8.64,7.12
2004-01-01,-4.1,4.7,0.0,8.61,6.68
2004-01-01,-4.1,4.7,0.0,8.24,7.51
2004-01-01,-4.1,4.7,0.0,8.22,7.48
2004-01-01,-4.1,4.7,0.0,8.06,7.66
2004-01-01,-4.1,4.7,0.0,9.48,7.48
2004-01-01,-4.1,4.7,0.0,9.61,6.73
2004-01-01,-4.1,4.7,0.0,9.24,6.91
2004-01-01,-4.1,4.7,0.0,9.24,7.28
2004-01-01,-4.1,4.7,0.0,9.33,7.3
2004-01-01,-4.1,4.7,0.0,9.34,7.44
2004-01-01,-4.1,4.7,0.0,9.15,7.33
2004-01-01,-4.1,4.7,0.0,9.48,7.16
2004-01-01,-4.1,4.7,0.0,10.11,7.17
2004-01-01,-4.1,4.7,0.0,9.13,7.15
2004-01-01,-4.1,4.7,0.0,9.49,6.69
2004-01-01,-4.1,4.7,0.0,9.17,6.61
2004-01-01,-4.1,4.7,0.0,9.27,6.69
2004-01-01,-4.1,4.7,0.0,9.31,6.74
2004-01-01,-4.1,4.7,0.0,9.91,6.7
2004-01-01,-4.1,4.7,0.0,9.34,6.41
2004-01-01,-4.1,4.7,0.0,9.65,6.33
2004-01-01,-4.1,4.7,0.0,9.7,6.42
2004-01-01,-4.1,4.7,0.0,9.93,6.31
2004-01-01,-4.1,4.7,0.0,9.95,6.1
2004-01-01,-4.1,4.7,0.0,9.08,6.16
2004-01-01,-4.1,4.7,0.0,9.2,6.39
2004-01-01,-4.1,4.7,0.0,9.46,6.19
2004-01-01,-4.1,4.7,0.0,9.3,6.4
2004-01-01,-4.1,4.7,0.0,8.71,6.47
2004-01-01,-4.1,4.7,0.0,8.98,6.34
2004-01-01,-4.1,4.7,0.0,9.07,6.05
2004-01-01,-4.1,4.7,0.0,9.58,5.76
2004-01-01,-4.1,4.7,0.0,9.32,5.8
2004-01-01,-4.1,4.7,0.0,8.9,5.9
2004-01-01,-4.1,4.7,0.0,9.11,6.22
2004-01-01,-4.1,4.7,0.0,9.35,5.83
2004-01-01,-4.1,4.7,0.0,9.39,5.45
2004-01-01,-4.1,4.7,0.0,9.21,6.01
2004-01-01,-4.1,4.7,0.0,8.88,6.08
2004-01-01,-4.1,4.7,0.0,9.0,5.44
2004-01-01,-4.1,4.7,0.0,8.68,5.94
2004-01-01,-4.1,4.7,0.0,8.56,5.86
2004-01-01,-4.1,4.7,0.0,7.84,5.01
2004-01-01,-4.1,4.7,0.0,8.1,5.92
2004-01-01,-4.1,4.7,0.0,8.24,5.16
2004-01-01,-4.1,4.7,0.0,7.5,5.68
2004-01-01,-4.1,4.7,0.0,7.12,5.79
2004-01-01,-4.1,4.7,0.0,7.27,5.64
2004-01-01,-4.1,4.7,0.0,7.56,5.56
2004-01-01,-4.1,4.7,0.0,7.59,5.29
2004-01-01,-4.1,4.7,0.0,8.53,5.49
2004-01-01,-4.1,4.7,0.0,7.55,5.47
2004-01-01,-4.1,4.7,0.0,6.97,5.4
2004-01-01,-4.1,4.7,0.0,7.16,5.28
2004-01-01,-4.1,4.7,0.0,8.13,5.09
2004-01-01,-4.1,4.7,0.0,8.83,4.94
2004-01-01,-4.1,4.7,0.0,8.94,4.39
2004-01-01,-4.1,4.7,0.0,9.03,4.64
2004-01-01,-4.1,4.7,0.0,9.06,4.88
2004-01-01,-4.1,4.7,0.0,8.56,4.57
2004-01-01,-4.1,4.7,0.0,8.26,4.53
2004-01-01,-4.1,4.7,0.0,7.99,4.47
2004-01-01,-4.1,4.7,0.0,7.92,4.46
2004-01-01,-4.1,4.7,0.0,8.91,4.32
2004-01-01,-4.1,4.7,0.0,9.09,4.32
2004-01-01,-4.1,4.7,0.0,8.42,4.55
2004-01-01,-4.1,4.7,0.0,7.91,4.5
2004-01-01,-4.1,4.7,0.0,7.18,4.61
2004-01-01,-4.1,4.7,0.0,7.47,4.5
2004-01-01,-4.1,4.7,0.0,7.85,4.4
2004-01-01,-4.1,4.7,0.0,8.24,4.32
2004-01-01,-4.1,4.7,0.0,8.66,4.19
2004-01-01,-4.1,4.7,0.0,9.1,4.14
2004-01-01,-4.1,4.7,0.0,8.53,4.01
2004-01-01,-4.1,4.7,0.0,8.65,4.16
2004-01-01,-4.1,4.7,0.0,7.31,3.84
2004-01-01,-4.1,4.7,0.0,7.16,3.73
2004-01-01,-4.1,4.7,0.0,7.46,3.83
2004-01-01,-4.1,4.7,0.0,6.87,3.87
2004-01-01,-4.1,4.7,0.0,7.25,3.7
2004-01-01,-4.1,4.7,0.0,7.74,3.67
2004-01-01,-4.1,4.7,0.0,7.79,3.72
2004-01-01,-4.1,4.7,0.0,7.29,3.74
2004-01-01,-4.1,4.7,0.0,6.08,3.63
2004-01-01,-4.1,4.7,0.0,6.47,3.54
2004-01-01,-4.1,4.7,0.0,7.29,3.35
2004-01-01,-4.1,4.7,0.0,7.3,3.32
2004-01-01,-4.1,4.7,0.0,7.73,3.28
2004-01-01,-4.1,4.7,0.0,8.21,3.1
2004-01-01,-4.1,4.7,0.0,7.8,2.93
2004-01-01,-4.1,4.7,0.0,8.43,3.21
2004-01-01,-4.1,4.7,0.0,8.06,3.22
2004-01-01,-4.1,4.7,0.0,7.98,3.16
2004-01-01,-4.1,4.7,0.0,8.39,3.07
2004-01-01,-4.1,4.7,0.0,8.28,3.04
2004-01-01,-4.1,4.7,0.0,8.39,3.01
2004-01-01,-4.1,4.7,0.0,8.21,3.15
2004-01-01,-4.1,4.7,0.0,8.28,2.97
2004-01-01,-4.1,4.7,0.0,7.24,3.12
2004-01-01,-4.1,4.7,0.0,7.84,2.89
2004-01-01,-4.1,4.7,0.0,6.52,2.94
2004-01-01,-4.1,4.7,0.0,6.94,2.91
2004-01-01,-4.1,4.7,0.0,7.2,2.86
2004-01-01,-4.1,4.7,0.0,7.25,2.72
2004-01-01,-4.1,4.7,0.0,7.04,2.43
2004-01-01,-4.1,4.7,0.0,7.36,2.63
2004-01-01,-4.1,4.7,0.0,7.03,2.68
2004-01-01,-4.1,4.7,0.0,6.69,2.62
2004-01-01,-4.1,4.7,0.0,6.99,2.58
2004-01-01,-4.1,4.7,0.0,7.1,2.53
2004-01-01,-4.1,4.7,0.0,7.25,2.52
2004-01-01,-4.1,4.7,0.0,7.29,2.47
2004-01-01,-4.1,4.7,0.0,7.44,2.35
2004-01-01,-4.1,4.7,0.0,6.34,2.49
2004-01-01,-4.1,4.7,0.0,5.95,2.41
2004-01-01,-4.1,4.7,0.0,5.61,2.39
2004-01-01,-4.1,4.7,0.0,6.93,2.3
2004-01-01,-4.1,4.7,0.0,7.06,2.31
2004-01-01,-4.1,4.7,0.0,6.25,2.08
2004-01-01,-4.1,4.7,0.0,6.55,2.18
2004-01-01,-4.1,4.7,0.0,6.35,1.95
2004-01-01,-4.1,4.7,0.0,7.24,2.14
2004-01-01,-4.1,4.7,0.0,7.14,2.12
2004-01-01,-4.1,4.7,0.0,6.9,2.13
2004-01-01,-4.1,4.7,0.0,6.54,1.98
2004-01-01,-4.1,4.7,0.0,6.15,1.68
2004-01-01,-4.1,4.7,0.0,6.99,2.07
2004-01-01,-4.1,4.7,0.0,6.99,2.08
2004-01-01,-4.1,4.7,0.0,6.27,1.87
2004-01-01,-4.1,4.7,0.0,6.36,1.86
2004-01-01,-4.1,4.7,0.0,5.93,2.05
2004-01-01,-4.1,4.7,0.0,6.12,1.93
2004-01-01,-4.1,4.7,0.0,6.1,1.98
2004-01-01,-4.1,4.7,0.0,6.54,1.75
2004-01-01,-4.1,4.7,0.0,5.98,1.82
2004-01-01,-4.1,4.7,0.0,5.83,1.82
2004-01-01,-4.1,4.7,0.0,5.69,1.74
2004-01-01,-4.1,4.7,0.0,5.84,1.68
2004-01-01,-4.1,4.7,0.0,6.42,1.86
2004-01-01,-4.1,4.7,0.0,6.68,1.91
2004-01-01,-4.1,4.7,0.0,5.97,1.74
2004-01-01,-4.1,4.7,0.0,6.48,1.91
2004-01-01,-4.1,4.7,0.0,7.05,1.88
2004-01-01,-4.1,4.7,0.0,7.29,1.89
2004-01-01,-4.1,4.7,0.0,7.14,1.83
2004-01-01,-4.1,4.7,0.0,7.16,1.83
2004-01-01,-4.1,4.7,0.0,6.61,1.94
2004-01-01,-4.1,4.7,0.0,6.49,2.02
2004-01-01,-4.1,4.7,0.0,6.44,1.95
2004-01-01,-4.1,4.7,0.0,6.87,1.94
2004-01-01,-4.1,4.7,0.0,6.93,1.92
2004-01-01,-4.1,4.7,0.0,6.29,2.01
2004-01-01,-4.1,4.7,0.0,6.28,2.14
2004-01-01,-4.1,4.7,0.0,6.45,2.06
2004-01-01,-4.1,4.7,0.0,6.95,1.91
2004-01-01,-4.1,4.7,0.0,6.76,1.96
2004-01-01,-4.1,4.7,0.0,6.53,1.94
